S.No,University Name,State/UT,Type,Year Established
442,"VIT-AP University, Amravati – 522237, Andhra Pradesh.",Unknown,Unknown,
443,"Yogi Vemana University, Vemanapuram, Kadapa – 516 003, Andhra",Unknown,Unknown,
444,"Apex Professional University, Pasighat, District East Siang, Arunachal",Unknown,Unknown,
445,Pradesh - 791102. (Private University),Unknown,Unknown,
446,"Arunachal University of Studies, NH-52, Namsai, District Lohit – 792",Unknown,Unknown,
447,"103, Arunachal Pradesh. (Private University)",Unknown,Unknown,
448,"Arunachal Pradesh University, Pasighat, Arunachal Pradesh (State",Unknown,Unknown,
449,"Arunodaya University, Lekhi Village, Naharlagun, Itanagar, Distt.",Unknown,Unknown,
450,"Papum Pare, Arunachal Pradesh – 791110 (Private University)",Unknown,Unknown,
451,"Himalayan University, 401, Takar Complex, Naharlagun, Itanagar, Distt",Unknown,Unknown,
452,"– Papumpare – 791110, Arunachal Pradesh. (Private University)",Unknown,Unknown,
453,"North East Frontier Technical University, Sibu-Puyi, Aalo (PO), West",Unknown,Unknown,
454,"Siang (Distt.), Arunachal Pradesh –791001 (Private University)",Unknown,Unknown,
455,"North Eastern Regional Institute of Science & Technology, Nirjuli,",Unknown,Unknown,
456,"Itanagar-791109, Arunachal Pradesh. (Deemed University)",Unknown,Unknown,
457,"Rajiv Gandhi University, Rono Hills, PO Doimukh, Itanagar-791 112,",Unknown,Unknown,
458,Arunachal Pradesh. (Central University).,Unknown,Unknown,
459,"The Global University, Hollongi, Itanagar, Arunachal Pradesh.",Unknown,Unknown,
460,"The Indira Gandhi Technological & Medical Sciences University, Ziro,",Unknown,Unknown,
461,Arunachal Pradesh. (Private University),Unknown,Unknown,
462,"Venkateshwara Open University, Itanagar, Arunachal Pradesh.",Unknown,Unknown,
463,"Assam Agricultural University, Jorhat- 785 013, Assam. (State",Unknown,Unknown,
464,"Assam Don Bosco University, Azara, Guwahati-781017, Assam.",Unknown,Unknown,
465,"Assam Down Town University, Sankar Madhab Path, Gandhi Nagar,",Unknown,Unknown,
466,"Panikhaiti, Guwahati – 781 036. (Private University)",Unknown,Unknown,
467,"Assam University, PO Assam University, Silchar -788 011, Assam.",Unknown,Unknown,
468,(Central University),Unknown,Unknown,
469,"Assam Rajiv Gandhi University of Co-operative Management, 2nd Floor,",Unknown,Unknown,
470,"Assam Science & Technology University, Kahilipara, Guwahati – 19,",Unknown,Unknown,
471,Assam. (State University),Unknown,Unknown,
472,"Assam Women’s University, Jorhat-785004, Assam.",Unknown,Unknown,
473,Assam (State University),Unknown,Unknown,
474,"Bodoland University, Debragaon, PO Rangalikhata, Kokrajhar – 783",Unknown,Unknown,
475,"370, BTC, Assam. (State University)",Unknown,Unknown,
476,"Bhattadev University, Bajali, Pathsala- 781325, Barpeta, Assam (State",Unknown,Unknown,
477,"[Cotton College State University, Panbazar, Guwahati, Assam (Estt. In",Unknown,Unknown,
478,merged with Cotton College and upgraded to Cotton univereiry in,Unknown,Unknown,
479,"Central Institute of Technology (CIT), Dist: Kokrajhar, Balagaon, BTAD,",Unknown,Unknown,
480,Assam (Deemed University),Unknown,Unknown,
481,"Dibrugarh University, Dibrugarh-786 004, Assam.   (State University)",Unknown,Unknown,
482,"Gauhati University, Gopinath Bardoloi Nagar, Guwahati- 781 014,",Unknown,Unknown,
483,"Girijananda Chowdhury University Assam, Hathkhowapara, Azara,",Unknown,Unknown,
484,Krishna Kanta Handiqui State Open University (Formerly Krishna Kanta,Unknown,Unknown,
485,"Handique State Open University), Housefed Complex, Last Gate,",Unknown,Unknown,
486,"Dispur, Guwahati – 781 006, Assam. (State University)",Unknown,Unknown,
487,"Kumar Bhaskar Varma Sanskrit & Ancient Studies University, Village –",Unknown,Unknown,
488,781307 (Private University),Unknown,Unknown,
489,"Madhabdev University, P.O-Dikrong-784164, Narayanpur, Lakhimpur,",Unknown,Unknown,
490,"Nagaon-782001, Assam. (Private University)",Unknown,Unknown,
491,"Majuli University of Culture, Majuli Assam (State University)",Unknown,Unknown,
492,"National Law University and Judicial Academy, NEJOTI Building, B.K.",Unknown,Unknown,
493,"Pragjyotishpur University, Hajongbari, P.O- Chandrapur under Panbari",Unknown,Unknown,
494,"Rabindranath Tagore University, Hojai- 782435, Assam (State",Unknown,Unknown,
495,"Srimanta Sankaradeva University of Health Sciences, Narakasur",Unknown,Unknown,
496,"Hilltop, Bhangagarh, Guwahati, Assam. (State University)",Unknown,Unknown,
497,"Sri Sri Anirudhadeva Sports University, Chabua, Dibrugarh, Assam",Unknown,Unknown,
498,"Tezpur University, Napaam, Sonitpur, Assam- 784 028",Unknown,Unknown,
499,"The Assam Kaziranga University, Jorhat, Assam. (Private University)",Unknown,Unknown,
500,"The Assam Royal Global University, Betkuchi, Opp. Tirupati Balaji",Unknown,Unknown,
501,"Temple, NH-37, Guwahati – 781035, Assam.  (Private University).",Unknown,Unknown,
502,"Amity University, Rupaspur, Bailey Road, Patna – 801503, Bihar",Unknown,Unknown,
503,"Aryabhatta knowledge University, 8, Off Polo Road, Patna – 800 001,",Unknown,Unknown,
504,Bihar (State University),Unknown,Unknown,
505,"Babasaheb Bhimrao Ambedkar Bihar University, Muzaffarpur-842 001,",Unknown,Unknown,
506,Bihar.  (State University),Unknown,Unknown,
507,"Bhupendra Narayan Mandal University, Laloo Nagar, Madhepura –852",Unknown,Unknown,
508,"113, Bihar. (State University)",Unknown,Unknown,
509,"Bihar Agricultural University, Sabour, Bhagalpur – 813210, Bihar.",Unknown,Unknown,
510,"Bihar Animal Sciences University, Bihar Veterinary College Campus,",Unknown,Unknown,
511,Patna- 800014 (State University),Unknown,Unknown,
512,"Central University of South Bihar, BIT Campus, PO-B.V. College,",Unknown,Unknown,
513,Patna-800014. (Central University).,Unknown,Unknown,
514,"Chanakya National Law University, Nyaya Nagar, Mithapur, Patna - 800",Unknown,Unknown,
515,"001, Bihar. (State University)",Unknown,Unknown,
516,"Dr. C.V. Raman University, Block – Bhagwanpur, NH-77 (Patna-",Unknown,Unknown,
517,"Muzaffarpur Highway), District-tli – 844114, Bihar.  (Private University)",Unknown,Unknown,
518,"Gopal Narayan Singh University, Jamuhar, Dist. - Rohtas – 821305,",Unknown,Unknown,
519,Bihar (Private University),Unknown,Unknown,
520,"Chhapra –841 301, Bihar. (State University)",Unknown,Unknown,
521,"Nagar, Darbhanga-846008, Bihar.  (State University)",Unknown,Unknown,
522,"K.K. University, Berauti, Nepura, Biharsharif, Nalanda, Bihar – 803115.",Unknown,Unknown,
523,"Lalit Narayan Mithila University, Kameshwarnagar, Darbhanga- 846004,",Unknown,Unknown,
524,"Magadh University, Bodh Gaya.-824 234, Bihar. (State University)",Unknown,Unknown,
525,"Mahatma Gandhi Central University, BIT Campus, PO-B.V. College,",Unknown,Unknown,
526,Patna-800014.(Central University).,Unknown,Unknown,
527,"Mata Gujri University, Purabpali Road, Kishanganj- 855107, Bihar",Unknown,Unknown,
528,"Maulana Mazharul Haque Arabic & Persian University, 34, Ali Imam",Unknown,Unknown,
529,"Munger University, Munger, Bihar.  (State University)",Unknown,Unknown,
530,"Nalanda University, Rajgir, Dt. Nalanda, Bihar-803116.",Unknown,Unknown,
531,"Nalanda Open University, Patna.-800 001 (State University)",Unknown,Unknown,
532,"Patna University, Patna–800 005, Bihar (State University)",Unknown,Unknown,
533,"Patliputra University, Kankarbagh Road, Near Rajendra Nagar",Unknown,Unknown,
534,"Terminal, Patna- 800020, Bihar (State University)",Unknown,Unknown,
535,"Purnea University, Purnea – 854301, Bihar.  (State University)",Unknown,Unknown,
536,"Dr. Rajendra Prasad Central Agricultural University, Pusa, Samastipur-",Unknown,Unknown,
537,"848 125, Bihar (Central University)",Unknown,Unknown,
538,"(Rajendra Agricultural University, Pusa, Samastipur- 848 125, Bihar.",Unknown,Unknown,
539,Converted as Central University w.e.f. 28.05.2016),Unknown,Unknown,
540,"Sandip University, Village – Sijoul, Dist. – Madhubani – 847235, Bihar.",Unknown,Unknown,
541,"T.M.  University, Bhagalpur- 812 007, Bihar. (State University)",Unknown,Unknown,
542,"Veer Kunwar Singh University, Arrah- 802 301, Bihar. (State University)",Unknown,Unknown,
543,"Al-Karim University, Near Kathiar-Purenea Road, Sirsa, Karim Bagh,",Unknown,Unknown,
544,"Katihar – 854 106 , Bihar (Private University)",Unknown,Unknown,
545,"AAFT University of Media and Arts, Vill- Maath, Tehsil-Tilda, Dist-",Unknown,Unknown,
546,"Raipur, Chhattisgarh (Private University)",Unknown,Unknown,
547,Chhattisgarh. (Private University),Unknown,Unknown,
548,"Ayush and Health Sciences University of Chhattisgarh, G.E. Road,",Unknown,Unknown,
549,"Raipur-492 001, Chhattisgarh. (State University)",Unknown,Unknown,
550,"495 001, Chhattisgarh. (State University)",Unknown,Unknown,
551,"Chhattisgarh Kamdhenu Vishwavidyalaya, Raipur College of Dairy",Unknown,Unknown,
552,"Chhattisgarh Swami Vivekanand Technical University, North Park",Unknown,Unknown,
553,University).,Unknown,Unknown,
554,"Durg – 490042, Chhattisgarh (Private University)",Unknown,Unknown,
555,"Dr. C.V. Raman University, Kargi Road, Kota, Bilaspur-495113,",Unknown,Unknown,
556,"PG College Campus, Raipur Naka, Durg, Chhattisgarh. (State",Unknown,Unknown,
557,(Converted State University to Central University) (Central University),Unknown,Unknown,
558,"Hidayatullah National Law University, Uparwara Post, Abhanpur,",Unknown,Unknown,
559,"Raipur- 493661, Chhattisgarh. (StateUniversity)",Unknown,Unknown,
560,"ICFAI University, NH-6, Raipur-Bhilai Road (Km Stone 20), Gram-",Unknown,Unknown,
561,"International Institute of Information Technology, Plot No. 7, Sector 24,",Unknown,Unknown,
562,"ISBM University, Village – Nawapara (Kosmi) Block, tehsil – Chhura,",Unknown,Unknown,
563,"Dist – Gariyaband – 493996, Chhattisgarh.  (Private University)",Unknown,Unknown,
564,Chhattisgarh. (State University),Unknown,Unknown,
565,"491 881, Chhattisgarh. (State University)",Unknown,Unknown,
566,"ITM University, PH No. 137, Uparwara, Naya Raipur, Dt. Raipur –",Unknown,Unknown,
567,"493661, Chhattisgarh. (Private University)",Unknown,Unknown,
568,"K.K. Modi University, Khasra No. 72, 73, 75, 217 & 220 Village",Unknown,Unknown,
569,(State University).,Unknown,Unknown,
570,"Kalinga University, Raipur- 492101, Chhattisgarh. (Private University)",Unknown,Unknown,
571,"Maharishi University of Management and Technology, Post: Mangla,",Unknown,Unknown,
572,"Bilaspur – 495 001, Chhattisgarh (Private University)",Unknown,Unknown,
573,"Patan, District Durg – 491 111, Chhattisgarh (State University).",Unknown,Unknown,
574,"MATS University, Arang Kharora Highway, Gram Panchayat: Gullu,",Unknown,Unknown,
575,"O.P. Jindal University, Knowledge Park, Gharghoda Road, Punjipathra,",Unknown,Unknown,
576,"Raigarh-496001, Chhattisgarh (Private University)",Unknown,Unknown,
577,"Pt. Ravishankar Shukla University, Raipur-492 010, Chhattisgarh.",Unknown,Unknown,
578,"Pandit Sundar Lal Sharma (Open) University Chhatisgarh, Village & PO",Unknown,Unknown,
579,"Sant Gahira Guru Vishwavidyalaya (formerly Sarguja University),",Unknown,Unknown,
580,"Darripara, Ambikapur, Sarguja-497001, Chhattisgarh (State University)",Unknown,Unknown,
581,Chhattisgarh (State University).,Unknown,Unknown,
582,"Road, Raigarh- 496001, Chhattisgarh (State University)",Unknown,Unknown,
583,"Shri Rawatpura Sarkar University, NH-30, New Dhamtari Road, Post-",Unknown,Unknown,
584,"Mana, Raipur-492015, Chhattisgarh.  (Private University)",Unknown,Unknown,
585,"Shri Shankaracharaya Professional University, Village Junwani, Bhilai,",Unknown,Unknown,
586,"Dist Durg, Chhattisgarh- 490020 (Private University)",Unknown,Unknown,
587,"Goa University, Sub Post Office Goa University, Taleigao Plateau,",Unknown,Unknown,
588,Goa- 403 206. (State University),Unknown,Unknown,
589,"India International University of Legal Education and Research, Upasnagar,",Unknown,Unknown,
590,"Sancoale, Airport Road, South Goa, Goa – 403710 (Private University)",Unknown,Unknown,
591,"Adani University, Shantigram Township, Near Vaishnodevi Circle, SG",Unknown,Unknown,
592,"Highway, Ahmedabad, Gujarat - 382241 (Private University)",Unknown,Unknown,
593,"Ahmedabad University, AES Bungalow # 2, Near Commerce Six",Unknown,Unknown,
594,"Anant National University, Sanskardham Campus, Bhopal-Ghuma-",Unknown,Unknown,
595,"Sanand Road, Ahmedabad, Gujarat – 382115.  (Private University)",Unknown,Unknown,
596,"Atmiya University, Yogidham Gurukul, Kalawad Road, Rajkot – 360005,",Unknown,Unknown,
597,Gujarat.  (Private University),Unknown,Unknown,
598,"AURO University of Hospitality and Management, Surat, Gujarat.",Unknown,Unknown,
599,"Bhagwan Mahavir University, VIP Road, Vesu, Surat- 395007, Gujarat",Unknown,Unknown,
600,"Bhaikaka University, Gokal Nagar, Karamsad- 388325, Gujarat (Private",Unknown,Unknown,
601,"Bhakta Kavi Narsinh Mehta University, C/o Government Polytechnic",Unknown,Unknown,
602,"College, Bilkha Road, Khadiya, Junagadh – 362640, Gujarat.",Unknown,Unknown,
603,"Birsa Munda Tribal University, Vocational Training Centre (VTC), Near",Unknown,Unknown,
604,393145  (State University),Unknown,Unknown,
605,"Central University of Gujarat, Sector-30, Gandhinagar-382030, Gujarat",Unknown,Unknown,
606,(Central University).,Unknown,Unknown,
607,"Centre for Environmental Planning and Technology University,",Unknown,Unknown,
608,"University Road, Narvrangpura Ahemdabad-380009, Gujarat (Private",Unknown,Unknown,
609,"Charotar University of Science & Technology, Akshar Dham, 12, Surya",Unknown,Unknown,
